date_time,total_km
2013-06-27 00:00:00,0.9735
2013-12-31 00:00:00,0.936
2014-06-21 00:00:00,0.9316
2014-12-24 00:00:00,0.9718
2015-06-29 00:00:00,0.986
2015-12-31 00:00:00,0.9855
2016-06-17 00:00:00,0.9602
2016-12-28 00:00:00,0.9647
2017-06-29 00:00:00,0.9829
2017-12-30 00:00:00,0.9765
2018-06-24 00:00:00,0.9347
2018-12-03 00:00:00,0.9864
