date_time,total_km
2015-12-29 00:00:00,0.9543
2016-04-30 00:00:00,0.9844
2016-08-30 00:00:00,0.9451
2016-12-30 00:00:00,0.9911
2017-04-28 00:00:00,0.8672
2017-08-29 00:00:00,0.9634
2017-12-30 00:00:00,0.9319
2018-04-29 00:00:00,0.984
2018-08-31 00:00:00,0.9605
2018-12-03 00:00:00,0.9937
